,ID,text,target,re_text
621,ynat-v1_train_01505,"日 언론, 고노 외상 美 USTR 대표와 회담...WTO 개혁 연대키로",6,"고노, 미국USTR 대표와 WTO 개혁 논의"
622,ynat-v1_train_01506,이란·이라크 ISIS 수괴 사망 정보 확보종합,6,"ISIS 수괴 사망, 이란·이라크에서 확인"
623,ynat-v1_train_01507,밤낮없는 무더위...강릉 30.1도 등 강원 대부분 열대야,0,"강원지역, 무더위 지속...30도 넘는 고온으로 열대야"
624,ynat-v1_train_01508,유럽 챔스 4강 결정...레알 미소 바르사 울트래픽,1,"유럽챔스 4강 진출, 레알-바르셀로나 대결 확정"
625,ynat-v1_train_01509,일문일답 가상계좌 중단 거래봉쇄 효과...거래소 폐쇄 특별법도 논의 중,5,"가상계좌 거래 정지, 일문일답 중단·거래소 폐쇄 논의"
626,ynat-v1_train_01512,전국대학원생노조 경북대 실험실 폭발 피해자 끝까지 책임져야,3,"경북대 실험실 폭발, 전국대학원생노조 책임론"
627,ynat-v1_train_01517,北 중국내 근로자 탈북 막으려 보위부 요원 300명 급파종합,2,"北, 중국내 근로자 탈북 방지 위해 보위부 요원 300명 배치"
628,ynat-v1_train_01518,설 최고 관광지는 전주 한옥마을...빅데이터 분석 2년 연속 1위,0,"전주 한옥마을, 빅데이터 분석으로 2년 연속 설 최고 관광지 선정"
629,ynat-v1_train_01519,악성 부채 고려하면 中 성장률 정부 발표치 절반에 불과,6,"중국 실질 성장률, 악성 부채 고려 시 정부 발표치 절반 수준"
630,ynat-v1_train_01522,벤투호 12일 출국...호주·우즈베키스탄과 아시안컵 리허설,1,"벤투호, 12일 호주·우즈베키스탄서 아시안컵 준비"
631,ynat-v1_train_01524,국민 10명 중 8명 혁신 기술로 일자리 줄어들 것,4,"혁신 기술, 국민 일자리에 큰 영향"
632,ynat-v1_train_01528,게시판 수요낭독공감 8일·22일 개최,3,"수요낭독공감, 8일·22일 게시판에서 열려"
633,ynat-v1_train_01530,힐러리 본선에 성큼...트럼프 자력후보 희망 살려 전망은 불투명,6,힐러리 본선 진출... 트럼프 자력후보 던지며 불확실한 전망
634,ynat-v1_train_01532,기다렸다 눈과 추위야...강원 스키장 개장 준비 분주,0,"강원, 눈 내리고 겨울맞이…스키장 개장 가속화"
635,ynat-v1_train_01534,"트럼프, 중국 거래 원해도 미국 준비 안돼...이란 체제 전환 요구 안해",6,"트럼프, 중국과의 거래 희망에도 미국 준비 미흡...이란 체제 변화 요구 포기"
636,ynat-v1_train_01537,현대자동차와 기아자동차는 2차 충돌 시 승객을 보호하기 위한 에어백을 세계 최초로 개발했다.,4,"현대·기아, 2차 충돌 대비 에어백 세계최초 개발"
637,ynat-v1_train_01538,황금색 변기에 앉아 트윗하는 4.9미터 트럼프 로봇 등장,6,"4.9m 높이의 트럼프 로봇, 황금변기 앞에서 트위터"
638,ynat-v1_train_01542,일 한 번 내보자...여자축구 대표팀 지탱하는 베테랑의 힘,1,"여자축구, 베테랑의 강인함이 대표팀을 지탱하다"
639,ynat-v1_train_01543,책과 함께 보는 영화 4편...한여름 밤의 스크린셀러 영화제,0,"이번 여름, 책 속 이야기와 함께하는 영화제"
640,ynat-v1_train_01545,평양정상회담 휴식 장소로 이동하는 남북 정상,2,"남북 정상, 평양정상회담 휴식 장소로 향"
641,ynat-v1_train_01546,의료 진단기기 업체 제넥신이 14일 코스넥과 신규 계약 체결,5,"제넥신, 코스넥과 협력 강화 위한 신규 계약 체결"
642,ynat-v1_train_01550,인간과 퀴즈 대결...인공지능은 어떻게 문제를 풀까,4,인간 vs 인공지능 퀴즈 대결: 지능의 한계는?
643,ynat-v1_train_01551,신간 나는 왜 아이디어가 궁할까? 나는 습관을...,0,"아이디어 부족? 나, 습관을 바꾸면서..."
644,ynat-v1_train_01553,7월부터 일요일 휴대전화 개통업무 중단...집단상가는 반발,3,"7월부터 일요일 휴대폰 개통 멈추나… 집단상가, 반발"
645,ynat-v1_train_01554,"김재수, 김문수 전대 출마 선언...양당 좋지 않다 말해",2,"김재수·김문수 전대 출마, 양당 불안 속 공존 시전"
646,ynat-v1_train_01555,시흥시 민선 7기 일자리 10만 개 창출,3,"시흥시, 민선 7기 주도로 일자리 확대 목표 10만개"
647,ynat-v1_train_01557,프로농구 kt 로건 없이도 삼성 완파...벌써 지난해 10승...,1,"kt, 로건 없는 상황 속 삼성 대파… 이적은 지난해 10승"
648,ynat-v1_train_01558,미래에셋 GS건설 내년 영업익 대폭 증가할 것,5,"미래에셋 GS건설, 내년 영업이익 급상승 전망"
649,ynat-v1_train_01561,신간 《삶이라는 동물원》·《지방도시 살생부》,0,"두 권의 신작, 《삶이라는 동물원》과 《지방도시 살생부》"
650,ynat-v1_train_01566,"게시판, 인텔 국제과학기술경진대회 대표단 발대식",4,"인텔 국제과학기술경진대회, 게시판서 대표단 발대"
651,ynat-v1_train_01567,관훈클럽 사무국장에 이재우 씨 임명,3,"이재우, 관훈클럽 사무국장으로 취임"
652,ynat-v1_train_01569,적자전환 실적최악 상장사도 주가는 9%나 상승,5,"상장사 적자 전환, 주가 대폭 상승"
653,ynat-v1_train_01571,등교하며 손 소독·발열 검사 필수,3,"학교, 등교 시 소독 및 발열검사 의무화"
654,ynat-v1_train_01572,"과학기술정보통신부, 톈궁 1호 4월 2일 추락할 듯...새벽 2시∼오후 2시 예상",6,"톈궁 1호, 4월 2일 추락 예고… 과학기술정보통신부 새벽부터 오후까지 감시"
655,ynat-v1_train_01575,손흥민 과감한 돌파 토트넘 맨유에 21 승리...EPL...,1,"손흥민 활약, 토트넘 맨유 잡고 EPL  21차전 승리"
656,ynat-v1_train_01576,되살아난 트라우마 롯데 연패에 울고 판정에 울고,1,"연패와 판정, 트라우마 되살아난 롯데"
657,ynat-v1_train_01577,국고채 금리 일제히 하락...3년물 연 1.717%,5,국고채 금리 하락세…3년물은 연 1.717%
658,ynat-v1_train_01578,롯데그룹 글로벌 진출 지도 바뀐다,5,"롯데그룹, 세계 시장 공략 전략 변화"
659,ynat-v1_train_01579,민주 국회 보이콧 공허한 엄포 멈춰라...한국·바른미래 맹공종합,2,"보이콧 민주, '엄포' 고취...한국·바른미래 공격에 역습장"
660,ynat-v1_train_01580,웨어러블 로봇과 드론을 이용한 이색 퍼포먼스 로봇나무,4,"로봇나무, 웨어러블 로봇 및 드론 활용한 독창적 공연"
661,ynat-v1_train_01581,없어서 못 팔아요 갤럭시S10 품귀...다음 주 이후 공급 원활,4,"갤럭시 S10, 다음 주부터 품귀 해소 전망"
662,ynat-v1_train_01582,리그 발전 논의하는 KBO 윈터미팅 29∼30일 개최,1,"KBO, 29~30일 윈터미팅서 리그 발전 논의"
663,ynat-v1_train_01584,울산현대고 아디다스 K리그 고등부 축구리그 4년 연속 우승,1,"울산현대고, 아디다스 K리그 고등부 축구리그 4연패 달성"
664,ynat-v1_train_01585,靑 청렴사회 공감하면서도 경제위축 고민은 계속,2,"경제위축 우려 속 靑, 청렴사회 공감"
665,ynat-v1_train_01588,이야기하는 홍준표와 김성태,2,"홍준표, 김성태와 대화"
666,ynat-v1_train_01591,더민주 보수 결집용 북풍...국민의당은 정부 비판 자제,2,"보수당, 더민주-국민의당 결집 눈치...정부 공격 온세"
667,ynat-v1_train_01592,톈궁 1호 9시 16분 남태령 인근 추락...과기부 위기 경보 해제,6,"톈궁 1호, 남태령 근처 추락... 과기부 위기 경보 해제"
668,ynat-v1_train_01598,美 지난주 실업수당청구건수 26만6천건...소폭 상승,6,"미국, 지난주 실업청구 건수 26만6천건 오름"
669,ynat-v1_train_01599,민주일반연맹 비정규직 차별 철폐 공동 행동,3,"민주일반연맹, 비정규직 차별 철폐 위한 공동 행동"
670,ynat-v1_train_01601,코스피 상승 출발...개인 매수에 장중 1940선 회복,5,"코스피, 개인 매수세로 1940선 돌파"
671,ynat-v1_train_01604,과학기술단체 연구윤리 훼손에 경각심...윤리 규범 마련하겠다,3,"연구 윤리 훼손, 과학기술단체 '규범 마련' 선언"
672,ynat-v1_train_01605,프로배구 OK저축은행 한국전력에 셧아웃 승리...5위 도약,1,"OK저축은행, 한국전력에 세트 몰아치고 프로배구 순위 5위 올라"
673,ynat-v1_train_01610,서울 나흘째 한파경보...2000년 이후 최장기간 유지,0,"서울, 4일째 한파경보...2000년 이후 최장 기간"
674,ynat-v1_train_01615,사이버테러 대비 IT기반시설 142곳 긴급 보안점검종합,3,"사이버테러 대비, IT 기반 시설 142곳 긴급 보안 강화"
675,ynat-v1_train_01618,"경기도 19개 시, 14개 지역에 오존주의보 발령",0,"경기도, 오존 수치 상승에 19개 시·14개 지역에 오존주의보 발령"
676,ynat-v1_train_01620,탈북민 하나원 교육생들 취약계층에 봉사활동,3,"하나원, 탈북민 학생들을 위한 취약계층 지원 봉사"
677,ynat-v1_train_01621,게시판 KEB하나은행 내집마련 더블업 적금 가입자 2만명 돌파,5,"KEB하나은행 내집마련 더블업 적금, 2만 명 달성"
678,ynat-v1_train_01622,원달러 환율 나흘째 상승,5,원달러 호가 네일째 상승세
679,ynat-v1_train_01624,프로농구 현대모비스 수석코치에 조동현 전 kt 감독,1,"조동현, 현대모비스 새 코치로 선정"
680,ynat-v1_train_01626,삼성 23일 갤노트10 70개국 출시...9월 130개국으로 확대,4,"갤노트10, 삼성 23일 70개국 출시…9월 130개국 확대"
681,ynat-v1_train_01628,3년 만에 1부리그 뛴다...경남FC 승리 다짐 출정식,1,"경남FC, 1부 리그 복귀! 승리 다짐  출정식 진행"
682,ynat-v1_train_01631,"이란, '美 드론의 영공 침범 부인할 수 없는 증거 있어'",6,"이란, 미 드론 영공 침범 주장 '증거 있음' 강조"
683,ynat-v1_train_01633,호르무즈 호위연합 추진 미국 외교단에 수송로 보호계획 설명,6,"호르무즈 해상 통항 안전 확보 위해 미국, 호위연합 수송로 보호 계획 설명"
684,ynat-v1_train_01634,홍콩서 美 홍콩 인권법안 통과 촉구 대규모 집회,6,"美 홍콩 인권법안, 홍콩서 대규모 집회로 논란 확산"
685,ynat-v1_train_01635,김성태 야당 견제권력 확보하는 방향으로 원 구성해야,2,"김성태, 야당 견제권력 강화 위한 원 구성 주장"
686,ynat-v1_train_01636,"여야, 문 대통령 기무사 재편 지시에 적절 조치 조급 처리",2,"문재인 대통령, 기무사 재편 지시에 여야 적극 조치 촉구"
687,ynat-v1_train_01637,이통 3사 일괄 요금인하 부담 커...단말기 비용 고려해야,5,"이통사 요금 인하, 단말기 비용 감안 필요성 부각"
688,ynat-v1_train_01639,음성 PVC 제조공장서 불...2억5천만원 피해,3,"PVC 제조공장 화재, 2억 5천만원 손실"
689,ynat-v1_train_01640,올림픽 펜스와 아베 뒤로 김영남과 김여정,2,"김영남·김여정, 올림픽 펜스 아베 이어"
690,ynat-v1_train_01641,이탈리아서 전통적 가족가치 옹호 회의...시대착오적 맞불 집회,6,"전통 가족 가치 강조 이탈리아 회의, 시대착오적 논란"
691,ynat-v1_train_01643,이순삼 홍준표는 나라가 위급할 때 바로 잡아줄 후보,2,"이순삼 홍준표, 국난 해결 위한 최적 후보"
692,ynat-v1_train_01645,월드컵 짝퉁 팀이 진짜 팀을 이겼다...신태용 닮은꼴 뢰프 감독...,1,"짝퉁 월드컵팀, 진짜 팀 상대로 승리… 신태용과 유사한 외모의 뢰프 감독"
693,ynat-v1_train_01646,SK 최정 시즌 마수걸이 아치...홈런왕 3연패 시동,1,"SK 최정, 홈런왕 3연패 눈앞! 시즌 마수걸이 아치"
694,ynat-v1_train_01649,베스트셀러 김난도의 트렌드 코리아 2020 3주째 1위,0,"김난도 '트렌드 코리아 2020' 베스트셀러, 3주 연속 1위"
695,ynat-v1_train_01653,올해의 여기자상에 중앙일보 이유정 기자 등 수상,3,"이유정 기자, 올해 여기자상 수상"
696,ynat-v1_train_01656,日언론 문 대통령 역사 문제 언급 자제...대일 비난 억제 종합,6,"문 대통령 역사 논란, 日언론 자체 검토에 압박"
697,ynat-v1_train_01659,보험사 대출잔액 238조원...주택담보대출 증가 전환,5,"보험사, 주택담보대출 증가로 대출잔액 238조원"
698,ynat-v1_train_01660,박철우 26점 폭발 삼성화재 OK저축은행 꺾고 3위 점프,1,"박철우 활약, 삼성화재 물리며 삼성전자 3위행"
699,ynat-v1_train_01665,갈루치 북미 접촉 결과 차기 미국 행정부에 전달,6,"갈루치, 북미 정상회담 결과 미 다음 정부에 적극 공유"
700,ynat-v1_train_01666,과학기술정보통신부 사물인터넷 보안인증 제도개선 연구반 가동,4,사물인터넷 보안 강화 위한 과학기술정보통신부 연구반 출범
701,ynat-v1_train_01670,경남교육청 기후위기 시대 환경교육 강화 비상 선언,3,"경남교육청, 기후위기 대응 위해 환경교육 강화"
702,ynat-v1_train_01673,아시안게임 베트남과 4강전 앞둔 김학범의 승부수 한 방,1,"김학범, 아시안게임 4강전서 베트남에 승부수로 삼다"
703,ynat-v1_train_01675,시원하게 쪽배축제 즐기세요,0,최고의 추억 만들어보세요 쪽배축제
704,ynat-v1_train_01677,2020 하반기 해외취업 화상면접 주간 행사,3,온라인으로 만나는 2020 하반기 해외취업 전망
705,ynat-v1_train_01678,브리검 7이닝 1실점...넥센 한화전 4연패 탈출,1,"브리검, 한화에 승리 선물…넥센 7이닝 완투"
706,ynat-v1_train_01679,NBA에서 벗겨진 농구화 들고 블록슛 시도...막았으니 됐다,1,"NBA, 벗겨진 농구화로 블록슛 성공"
707,ynat-v1_train_01680,이통 판매점들 완전자급제법 졸속 추진 유감...부작용 커,3,"이통 판매점, 완전자급제법 급속 추진에 우려"
708,ynat-v1_train_01683,프레스센터 언론계 반환 서명식,3,"언론인들, 프레스센터 서명 반환"
709,ynat-v1_train_01687,SKT 설 연휴 이동 애프터서비스 센터 운영,4,"SKT, 설 연휴간 이동 중고객 지원"
710,ynat-v1_train_01688,LG유플러스 잠실야구장에 프로야구 5G 체험존 운영,4,"LG유플러스, 잠실야구장에 5G 체험존 구축"
711,ynat-v1_train_01690,"민주노총 위원장, 코로나19 극복 비용 재벌이 적극 부담해야",2,"민주노총, 코로나19 극복 비용 재벌 적극 참여 독촉"
712,ynat-v1_train_01691,오지환·박해민 포함 아시안게임 예비 엔트리 109명 발표...,1,"아시안게임, 오지환·박해민 등 109명 선수 엔트리 확정"
713,ynat-v1_train_01692,KT·SKT 나란히 국제표준 생체인증 획득종합,4,"KT, SKT 국제표준 생체인증 획득"
714,ynat-v1_train_01694,주말에 여행 가기 좋은 호남권 산정상의 물 든 철쭉의 막바지 화려한 자태,0,"철쭉 만발, 호남권 산정상 여행객 환호"
715,ynat-v1_train_01695,프랑스 공무원 대규모 감축목표서 후퇴...감원폭 줄이기로,6,"프랑스, 공무원 감축 목표 축소…감원 폭 조정"
716,ynat-v1_train_01696,"신간 스피노자의 귀환, 제국의 관문",0,"스피노자, 제국에 환풍 불어넣다"
717,ynat-v1_train_01699,바이오 산업 신성장 동력이지만 투자 적고 성과도 부족,5,"바이오산업,  성장 가능성 높지만 투자 부족에 어려움"
718,ynat-v1_train_01702,연말부터 12시간 단위 데이터 로밍 가능,4,"연말, 12시간 기준 데이터 로밍 제공"
719,ynat-v1_train_01704,손안의 포켓볼 카라오케를 아시나요...춘천국제레저대회 첫선,0,"춘천국제레저대회, '포켓볼 카라오케'로 화려한 첫 출격"
720,ynat-v1_train_01706,"문재인 대통령, 김기식 금감원장 사표 수리",2,"김기식 금감원장, 문재인 대통령에게 사표 철회"
721,ynat-v1_train_01707,SKT 미래 고객 잡는다,4,"SKT, 차세대 고객 확보 나선다"
722,ynat-v1_train_01709,한발 물러선 金 막지 않겠다...文 호남행 정면돌파,2,"김정은, 문재인 주장에 맞불리 호남 지역 공격"
723,ynat-v1_train_01710,우산 챙기세요...전국 구름 많고 소나기,0,소나기 우려… 전국 날씨 흐림
724,ynat-v1_train_01711,한수원과 기업은행이 코로나 피해 원전 협력사 대출기금 400억 원 조성,5,"한수원, 기업은행과 코로나 피해 원전 협력사 대출기금 마련"
725,ynat-v1_train_01713,이채원 부사장 짧은 쇼크...주식 빨리 살 필요는 없다,5,"이채원 부사장, 주식 매수 우려 짧은 충격"
726,ynat-v1_train_01714,스트리플링 8이닝 1실점...다저스 6연패 탈출,1,"스트리플링 활약, 다저스 8이닝 완투로 6연패 종료"
727,ynat-v1_train_01716,하나금융투자 대우조선해양 LPG선 시장 도전자로 부상,5,"하나금융투자, 대우조선해양 LPG선 시장 진출"
728,ynat-v1_train_01717,中 베이징서 H7N9 조류인플루엔자 환자 또 발생,6,"베이징, H7N9 조류인플루엔자 추가 확진"
729,ynat-v1_train_01718,"이집트 대통령, 美 방송서 이스라엘과 군사협력 인정",6,"이집트 대통령, 美 방송 통해 이스라엘과 군사적 협력 언급"
730,ynat-v1_train_01719,北 대남테러 예상유형은...사이버 공격·요인 테러 가능성,2,"북한, 대남테러 유형은 사이버공격과 요인 테러 가능성"
731,ynat-v1_train_01720,페이스북 메신저 암호화 기능...저커버그 미래는 프라이빗,4,"페이스북 메신저, 암호화로 '프라이버시 미래' 실현"
732,ynat-v1_train_01722,아이폰 사용자는 삼성폰 사용자보다 포켓몬고를 즐겨,4,"포켓몬고, 아이폰 사용자 더 많이 선호"
733,ynat-v1_train_01724,토트넘 포체티노 감독 컵 대회 로테이션 방침 유지 시사,1,"토트넘, 컵대회에서 포체티노 감독 로테이션 지속"
734,ynat-v1_train_01726,한국 증시 중국 기업 줄줄이 상장폐지...완리까지 10번째,5,"중국 기업, 한국 증시에서 상장폐지… 완리 포함 10곳"
735,ynat-v1_train_01727,특징주 백기사 델타항공 지분 매입에 한진칼 약세,5,"백기사, 델타항공 지분 매입 추진…한진칼 주가 하락"
736,ynat-v1_train_01729,방탄소년단이 LG G7 씽큐 광고가 50일만에 1.5억뷰를 돌파했다,4,"방탄소년단 LG G7 광고, 50일 만에 시청 1.5억뷰 돌파"
737,ynat-v1_train_01732,정치개혁 제2소위 공직선거법 개정안 등 심의,2,"대법원, 공직선거법 개정안 등 심의"
738,ynat-v1_train_01733,스카이스캐너 올해 설 연휴 가족 해외여행객 증가,5,"설 연휴, 스카이스캐너 해외여행객 수치 상승"
739,ynat-v1_train_01735,국내 과학자들 자유공모 기초연구지원 늘려야,3,"기초연구 지원 확대, 국내 과학 발전 위한 필수"
740,ynat-v1_train_01737,중소벤처기업부 규제자유특구 분과위원장 간담회,3,"중소벤처기업부, 규제자유특구 분과위원장과 간담회"
741,ynat-v1_train_01738,클래식 전용홀서 듣는 황병기의 가야금 연주,0,"황병기, 클래식 전용홀에서의 가야금 선보이기"
742,ynat-v1_train_01740,"코트라, 소비재와 부품으로 미국 시장 공략해야",5,"코트라, 미국 시장 점유 위해 소비재·부품 전략"
743,ynat-v1_train_01741,오키나와 민심 달래러 간 아베...돌아가라 야유 당해종합,6,"아베 전 총리, 오키나와 방문 논란에 야유"
744,ynat-v1_train_01742,칠레 컨페드컵 2차전에서 젊은 독일과 11 무승부,1,"칠레-독일, 컨페드컵 2차전 접돌 최종 11무승부"
745,ynat-v1_train_01744,농구장에 평균 65세 실버세대 도우미 10명 떴다,1,"농구장서 실버세대 도우미, 평균 65세"
746,ynat-v1_train_01747,대구·경북 수은주 뚝...내일 새벽 산지엔 서리와 얼음,0,"대구·경북, 갑작스런 추위…내일 새벽 서리와 얼음 발생"
747,ynat-v1_train_01751,제조업 및 정보통신기술(ICT) 산업 분야 AI 융합에 초점 맞춘 차별화 전략 필요,5,"제조·ICT 산업, AI 융합 전략 강화해야"
748,ynat-v1_train_01754,美 미사일방어시스템 한국에 최대한 조기 구축 희망 1보,6,"美, 한국 미사일 방어 시스템 조기에 구축 추진"
749,ynat-v1_train_01755,주유소 기름값 계속 오르는데...국제유가 더 상승할까,5,국제유가 상승에 주유소 기름값 끊임없이 증가
750,ynat-v1_train_01756,문희상 의장 취임 기자간담회,2,"문희상 의장, 취임 첫 기자간담회 진행"
751,ynat-v1_train_01757,푸틴 대통령 시진핑 주석에 러중 정상회담 결과 설명...한반도 정세 논의,6,"러중 정상, 한반도 논의 등 푸틴-시진핑 회담 결과 설명"
752,ynat-v1_train_01763,콜롬비아 평화협정 3년만에...옛 FARC 지도자 다시 무기 들겠다종합2보,6,"콜롬비아 평화협정 파탄? FARC 지도자, 무력 저항 선언"
753,ynat-v1_train_01765,성장 멈춘 스마트폰 애플 고가화·삼성 프리미엄 부각으로 대응,5,"스마트폰 시장 침체 속, 애플·삼성 프리미엄 전략 강화"
754,ynat-v1_train_01766,문 대통령 대한민국의 이름으로 당신을 기억합니다,2,"문 대통령, 대한민국 국민 명예를 불림"
755,ynat-v1_train_01767,과학기술인 전문성 바탕 국민적 관심사항에 목소리 낸다,3,"과학기술인, 국민적 관심사 전달 나선다"
756,ynat-v1_train_01768,"아시안게임 경기장 잔디 점검한 김학범 감독, 중동팀에 유리한 환경 조성...",1,"김학범 감독, 아시안게임 경기장 잔디 점검 통해 중동팀에게 유리한 환경 마련…"
757,ynat-v1_train_01770,北 김정은 뿔테안경 쓰고 담담한 표정으로 신년사 낭독,2,"김정은, 북 김정은 신년사 담담한 표정으로 발표"
758,ynat-v1_train_01772,조선 문신 서유구가 꼽은 명당 233곳은 어디일까,0,"서유구, 추천하는 명소 233곳 대방출"
759,ynat-v1_train_01774,환담하는 이해찬 대표와 파비앙 페논 주한 프랑스 대사,2,"이해찬-페논, 환담"
760,ynat-v1_train_01775,시즌 첫 골 손흥민 모든 상황을 준비해 좋은 결과로 이어졌다,1,"손흥민, 시즌 첫 골 기쁨… 모든 상황 잘 헤쳐냈다"
761,ynat-v1_train_01776,LG유플러스 5G SA 상용화 준비...SA 기술 NSA 코어 장비에 연동 검증,4,"LG유플러스, 5G SA 상용화 위해 NSA 코어 장비와 연동 검증"
762,ynat-v1_train_01780,출판계 출판문화산업진흥원장 추천 후보 2명 선정,3,"출판계, 출판문화산업진흥원장 추천 후보 2명 확정"
763,ynat-v1_train_01781,알뜰폰 위기감 커진다...CJ헬로 사업자협회와 마찰로 탈퇴종합2보,5,"알뜰폰, CJ헬로 사업자협회와 갈등 심화... 탈퇴 전망 불투명"
764,ynat-v1_train_01784,영상 인도네시아 경찰 2m 넘는 구렁이로 위협 심문...거짓말 하면 물린다,6,"인도네시아 경찰, 구렁이 2m 넘는 크기로 심문 장면"
765,ynat-v1_train_01785,전력 소모 없는 무전력 메모리 가능성 첫 규명,4,"무전력 메모리, 전력 소모 없이 데이터 저장 가능성 확인"
766,ynat-v1_train_01788,"중국, RCEP 추진 박차...아시아태평양 통합에 TPP보다 유리",6,"RCEP, 아시아태평양 경제 통합 속도 높여…TPP 넘어선 유리성"
767,ynat-v1_train_01791,황 총리 생활 체육시설 확충...맞춤형 프로그램 공급,2,"황총리, 생활체육시설 확대 및 맞춤형 프로그램 지원"
768,ynat-v1_train_01794,옥션 5만 원에서 10만 원 한우 설 선물세트 인기,5,"한우 설 선물 세트, 옥션에서 5만 원~10만 원 폭발적인 인기"
769,ynat-v1_train_01799,"메르켈, 트럼프로부터 인종차별 당한 美 여성의원들에 연대감 느껴",6,"메르켈, 트럼프와 미국 인종차별 여성 의원들에 대한 연대"
770,ynat-v1_train_01800,과학기술정보통신부 문재인 정부 2주년 과학기술·ICT 성과 발표,4,"문재인 정부 2주년, 과학기술정보통신부 ICT 성과 공개"
771,ynat-v1_train_01801,폭로전·삿대질·고성·몸싸움...막장 치닫는 바른미래당,2,"바른미래당, 폭로와 논란 속 내부 갈등 심화"
772,ynat-v1_train_01802,전국 폭설·한파 동장군 맹위...교통 마비·출근길 불편,0,"폭설·한파, 전국 교통 마비 및 출근 지연 초래"
773,ynat-v1_train_01805,하나금융투자 서울반도체 올해 실적 상저하고...매수,5,"서울반도체, 하나금융투자 매수 적극 추천"
774,ynat-v1_train_01806,서울시 인권위원회 노숙인 공공일자리 축소안 철회 권고,3,"서울시, 노숙인 공공일자리 축소안에 대한 인권위원회 권고 철회"
775,ynat-v1_train_01807,양효진 우리 꼭 이겨야 한다고 다짐하면서 훈련 중,1,"양효진, '우리 must win!' 압도적인 의지로 훈련"
776,ynat-v1_train_01808,미래부·창의재단 SW 교구 활용 교사 연구회 모집,3,"미래부, 창의재단 주관 SW 교구 활용 교사 연구 참여"
777,ynat-v1_train_01810,아름다운 금강 둘레길,0,"금강산책로, 아름다움 선사"
778,ynat-v1_train_01811,스캘리아 美대법관 장례식 엄수 수천명 애도...오바마 불참 논란,6,"스캘리아 美대법관 장례, 수천 명 참석...오바마 결석 논란"
779,ynat-v1_train_01814,헬로모바일 어르신 대상 평생 반값 요금제 출시,4,"헬로모바일, 노인을 위한 '평생 반값 요금제' 선보임"
780,ynat-v1_train_01815,제주 4·3 아픔 보듬는 시집...꽃보다 먼저 다녀간 이름들,0,"제주 4·3 기억, 꽃잎보다 먼저 간 시집"
781,ynat-v1_train_01819,홍콩 정부 사실상 계엄령 선포...시민 저항 꺾을지는 미지수,6,"홍콩, 계엄령 시행… 시민 반발 진압 노려나"
782,ynat-v1_train_01820,삼성 갤럭시 A8 5일 출시...KT 오늘부터 예약 판매,4,"삼성 갤럭시 A8, KT를 통해 5일 출시 및 오늘부터 예약 시작"
783,ynat-v1_train_01824,폭염엔 역시 얼음,0,"뜨겁고 추운 상반된 세계, 폭염 속 얼음"
784,ynat-v1_train_01825,"박근혜 대통령, 한러 기업인에 극동 협력 당부",2,"박근혜 대통령, 러시아 기업인과 극동 협력 나서"
785,ynat-v1_train_01826,KT 배터리 절감 기술로 갤럭시 S9 최대 55% 더 쓴다,4,"KT 배터리 기술, 갤럭시 S9 수명 연장 최대 55% 가능"
786,ynat-v1_train_01828,1인당 스마트폰 데이터 사용량 6GB 눈앞...동영상이 59%,4,"최근 1인당 스마트폰 데이터 사용량 6GB, 동영상 시청률 59%  "
787,ynat-v1_train_01830,녹색기술센터 아프리카 기니 가뭄 해결에 나선다,6,"아프리카 기니, 녹색기술센터와 함께 가뭄극복 나선다"
788,ynat-v1_train_01831,EU 러시아와 시리아에 온건반군 공격 중단 촉구,6,"EU, 러시아·시리아 반군 전투 중단 요구"
789,ynat-v1_train_01832,무주서 한국사진기자협회 전북지부 보도사진전,3,"한국사진기자협회 전북지부, 무주서에서 보도사진전 개최"
790,ynat-v1_train_01833,최지만 3경기 연속 타점...2루타 포함 멀티히트,1,"최지만, 3경기 연속 히트! 2루타 포함"
791,ynat-v1_train_01835,최정윤 전통춤 경연대회 대통령상 수상,0,"최정윤, 전통춤 경연대회서 대통령상 받아"
792,ynat-v1_train_01836,프로야구 SK 신인 상시 교육...새로운 팀 문화 기대,1,"SK, 신인 상시 교육 통해 팀 문화 변화 기대"
793,ynat-v1_train_01840,오늘 고강도 부동산 대책 발표...다주택자 등 투기수요 겨냥,5,"투기 부동산에 단호 대응...오늘, 고강도 대책 발표"
794,ynat-v1_train_01841,프럼파스트 21억원어치 자사주 시간외 매매 결정,5,"프럼파스트, 21억원 어치 자주 시간외 매매 진행"
795,ynat-v1_train_01844,혜성 67P 분리합체 과정 반복,4,"혜성 67P, 분열 및 재결합 순환"
796,ynat-v1_train_01845,먼지공습 걷혔다...경기 전역 미세먼지주의보 해제,0,미세먼지 주의보 해제…경기 전역 먼지공습 개선
797,ynat-v1_train_01846,그래픽 자동차 사고 과실비율 인정기준 개정 주요 내용,3,"자동차 사고 과실비율, 그래픽 기준 변경"
798,ynat-v1_train_01847,게시판 미래부 빅데이터 연구개발 심포지엄,4,"미래부, 게시판 빅데이터 연구개발 심포지엄 개최"
799,ynat-v1_train_01848,새누리 새 원내대표에 정진석...정책위의장 김광림 속보,2,"새누리, 원내대표에 정진석...김광림이 정책위 의장"
800,ynat-v1_train_01852,북한 노동당 제7차 대회 5월 6일 개최 (2보),2,"북한 노동당 제7차 대회, 5월 6일 개회"
