ID,text,target,target_name,similarity
ynat-v1_train_01254,힘 얻는 시진핑 미중 미니딜 성사 해외순방 통해 입지 다져종합,6,세계,0.21342
ynat-v1_train_01696,"스피노자 신론, 제국을 비추다",0,생활문화,0.18009
ynat-v1_train_01617,"눈썰매와 얼음낚시, 화천에서 겨울의 매력을 만끽하다",0,생활문화,0.2024
ynat-v1_train_01123,"즐라탄, 무릎 부상으로 시즌 종료… 내년 1월 복귀 전망",1,스포츠,0.21041
ynat-v1_train_01074,문 정부가 철거 명령에 대한 시민들의 반응을 주목하면서 사회적 갈등이 심화되고 있다.,2,정치,0.25748
637,황금색 변기에 앉아 트윗하는 높이 무려 4.9미터 트럼프 로봇 등장,6,세계,0.20877
ynat-v1_train_01682,"KBO, 아시안게임 금메달 도전 위해 선수들 집중 훈련 개시",1,스포츠,0.25039
ynat-v1_train_02570,중국 지방 정부와 유엔 제7차 인권 회의의 대북 제재 강화 발표.,6,세계,0.23523
ynat-v1_train_02117,가뭄이 매일 이어지고 있어 W사의 물 부족 상황이 심각합니다.,0,생활문화,0.21459
ynat-v1_train_02452,"차바 태풍, 경남 피해 최대 잠재적 물폭탄",0,생활문화,0.18246
ynat-v1_train_01813,싱크탱 노 브렉시트 시간 방법 족,6,세계,0.21661
ynat-v1_train_01020,교육청은 새로운 승진 2명을 포함해 138명에 대해 정례적인 인사처리를 한다.,3,사회,0.18425
631,국민 10명 중 8명 혁신 新 기술로 일자리 대폭 줄어들 것,4,IT과학,0.21289
ynat-v1_train_01563,"안랩, 공시법인 지정에 따른 불성실공시 제재",5,경제,0.19399
ynat-v1_train_00788,"류현진, 22일 시범 경기서 선발 후보 마지막 검증",1,스포츠,0.21435
ynat-v1_train_00516,게 판 통 편입생 모집 카 톡 진행,3,사회,0.1957
944,게시판 SK텔레콤 독거노인 방문 케어 서비스 GSMA 우수사례 공모전 선정,3,사회,0.18805
424,MLB 워싱턴 감독 투수 총력전 돌입 선언 스트라스버그도 불펜 대기,1,스포츠,0.26525
2346,최근 日 정부 각료들 독도 일본 영유권 주장 잇단 망언,6,세계,0.2148
ynat-v1_train_00166,"삼성, 세계 최초 후면 쿼드카메라로 갤럭시 출시",4,IT과학,0.26511
2286,"빅스비, 빨리 랩 해줘 명령에 따라 열심히 노래하는 갤럭시 S8",4,IT과학,0.24746
ynat-v1_train_02199,에콰도르에서 반대 시위 집회에서 혼란이 일어났습니다... 50명이 체포되었습니다.,6,세계,0.20204
ynat-v1_train_02278,도로공사는 7점 폭발로 선두 경쟁에서 4위로 올랐다.,1,스포츠,0.23429
ynat-v1_train_00572,특검 이화대 교수 및 관계자 사무실·주택 4곳 압수수색 (0여명 + 1명) 색출 보도,3,사회,0.20536
ynat-v1_train_00523,"LGU+ G6, 성 갤S8 제치고 영상 1위 등극",4,IT과학,0.24065
ynat-v1_train_02615,대우전자가 국가 경제 공헌 대통령 표창을 받았다.,3,사회,0.18342
ynat-v1_train_01683,프레스센터에서 언론인들의 서명식 진행,3,사회,0.18854
ynat-v1_train_00794,대기업 L에 의한 스마트폰 Z 시리즈 XW00K 출시.,4,IT과학,0.26359
ynat-v1_train_00293,"문 대통령, 사망자 최소화 위해 만전 기하",2,정치,0.25415
ynat-v1_train_00959,"중소기업, 일자리 창출 29만개…대기업은 4만개 감축",5,경제,0.20805
ynat-v1_train_00782,"중국 인민일보, 미국의 중국 내정 간섭은 비열한 행위라며 비난",6,세계,0.21064
1198,두산밥캣 맥스 컨트롤 2019 혁신제품 골드 어워드 수상,4,IT과학,0.21929
ynat-v1_train_02133,"충북교육청, 입학 시즌 앞두고 학부모 대상 설명회 진행",3,사회,0.16429
ynat-v1_train_01737,중기부 규제자유특구 분과위원장 간담회,3,사회,0.18514
ynat-v1_train_01919,"런던 심포니, 평화로운 천상의 삶은 지루함 속",0,생활문화,0.20492
ynat-v1_train_01242,김해영 청년희망펀드 기부자 절반이 수탁은행 직원,5,경제,0.18529
ynat-v1_train_02702,"스프링 골프 열풍, 5억 달러 규모의 골프 토너먼트가 절정에 달했습니다.",0,생활문화,0.19132
ynat-v1_train_01468,삼성전자 주가가 상승을 이끌고 있다.,5,경제,0.25802
ynat-v1_train_02346,"청년예술인, 연극 '끝까지 간다'로 유쾌한 도전",0,생활문화,0.19552
ynat-v1_train_00157,사법부 판결...불공정한 판결에 대한 항소,3,사회,0.17316
ynat-v1_train_02632,제주는 여름철 특별 문화축제를 개최한다.,0,생활문화,0.21016
1599,MLB 유튜브에 시즌 후반기 13경기 생중계 및 콘텐츠 독점 스트리밍 서비스 제공,1,스포츠,0.21206
ynat-v1_train_02775,호 동 와 서면합의로 제 정안 발의,3,사회,0.17953
ynat-v1_train_00302,"문재인 대통령, 미중러 협력 및 아세안 동행 통해 비핵화 노력 지속",2,정치,0.26179
ynat-v1_train_00127,K리그에서 7연승의 신화를 이뤄낸 5대 선두 팀인 GS칼텍스의 혁신적인 기술이다.,1,스포츠,0.26298
ynat-v1_train_01679,에서 벗겨진 농구화 들고 블록슛 시도 막았으니 됐다,1,스포츠,0.24475
ynat-v1_train_00497,김영란법 때문에 애플 아이폰 초대장을 받지 못했다.,3,사회,0.2042
ynat-v1_train_02221,"국민은행 총파업 방지 위해 노사, 막판 협상 전망",3,사회,0.18069
ynat-v1_train_01820,"삼성 갤럭시 A8, KT를 통해 5일 출시 및 오늘부터 예약 시작",4,IT과학,0.27027
ynat-v1_train_00952,민주화 기념법 심의 지연 기간 동안 민주당에 대한 반대.,2,정치,0.22109
865,이란 인공위성 발사체 폭발 사고 원인 자인...기술 결함,6,세계,0.21796
ynat-v1_train_01048,"한겨레 사장 양상우, 한국디지털뉴스협회장에 취임",3,사회,0.19099
ynat-v1_train_01932,북한은 군사적 긴장이 고조된 상황에서 외교 전략을 바꾸려 한다.,2,정치,0.26315
1653,오늘 고3 첫 확진자 나왔는데...부산서도 조마조마 3차 등교수업종합,3,사회,0.22621
ynat-v1_train_02457,"삼성카드, 준오뷰티와 사업 파트너십 체결",5,경제,0.20455
ynat-v1_train_01639,불타서 2억 5천만원 피해 입은 음성 PVC 제조 공장,3,사회,0.17518
ynat-v1_train_00643,림픽 컬링 예선전 하 낙연 총리,1,스포츠,0.21502
ynat-v1_train_02265,"기관의 매수세로 주식시장 상승, 2000선 회복 전망(종합)",5,경제,0.23063
ynat-v1_train_01261,"김정은, 베이징 경제기술개발구 동인당 공장 视察",2,정치,0.2274
ynat-v1_train_00220,"삼성, 분기 세계 스마트폰 시장 점유율 선두 유지…중국 끈끈한 추격",5,경제,0.20152
ynat-v1_train_02763,손흥민이 연속 득점으로 시즌 보너스를 가속하고 있다.,1,스포츠,0.27939
ynat-v1_train_01546,"제이일코스, 의료 진단기기 신규 상장",5,경제,0.21671
ynat-v1_train_02518,"대한항공, 한진해운 부실 우려… 증권계 추가 경고",5,경제,0.22782
ynat-v1_train_02227,모비스가 연승으로 KCC를 제압한다... 팀 분위기가 높아지고 있다.,1,스포츠,0.27367
ynat-v1_train_00455,박근혜 전 대통령 탄핵을 위해 내각을 재편하는 것은 어렵다.,2,정치,0.25178
ynat-v1_train_01837,청춘 M은 새로운 음악의 물결과 함께 데뷔했습니다.,0,생활문화,0.18072
1353,저자 아힘 앤 프라이어가 소개하는 반지 4부작,0,생활문화,0.19372
ynat-v1_train_00254,"네이버, AI로 식당 예약 전화 자동 응대",4,IT과학,0.272
ynat-v1_train_02540,"커버 스토리·빵과 장미, 행복한 홀리데이... 부산 라라라 페스티벌",0,생활문화,0.21155
ynat-v1_train_01176,한진그룹은 가속화된 디지털 혁신을 통해 경영 효율을 극대화한다.,5,경제,0.19048
1191,MLB닷컴 오타비노 떠난 빈 자리 오승환이 있다,1,스포츠,0.22999
ynat-v1_train_02437,"이스라엘-팔레스타인 갈등 심화, 국제 사회 긴장 고조",6,세계,0.25547
ynat-v1_train_02789,이총리 세 직 완 지 못해 할 일 꽤 남아,2,정치,0.22198
ynat-v1_train_02530,경제적 '30년의 잃어버린 세월'이 삶의 방향을 바꿨다.,0,생활문화,0.18928
ynat-v1_train_02581,"새로운 투수, 데뷔 경기 8회 승리.",1,스포츠,0.25324
ynat-v1_train_02540,"커버스토리·빵과 장미, 즐거운 공휴일을...부산 라라라 페스티벌",0,생활문화,0.21917
ynat-v1_train_02298,국정원장 병우 직보 혹 국장 감찰 조사 중속보,2,정치,0.23725
ynat-v1_train_02557,비박 비대위 무산 여론전 결별 배수진 치며 압박종합,2,정치,0.25093
1708,러시아 연해주 극동 지역 최대 향토박물관도 한국어 서비스 한류 붐 조성 동참종합,0,생활문화,0.18714
ynat-v1_train_00407,"상장 신작 성적, 넷마블이 첫 깜짝 보너스 선사",5,경제,0.23921
ynat-v1_train_01607,LGU+는 5G 네트워크 강화로 커뮤니케이션 혁신을 주도하고 있다.,4,IT과학,0.2551
ynat-v1_train_01365,"""특별법을 추진해 419선거 부정사실을 밝혀내자"" 한 명의 자리가 남았다.",2,정치,0.2537
ynat-v1_train_02384,"3XQ4 대사관, 3KJU-V와 함께 일찍 일어나기 캠페인.",6,세계,0.20879
ynat-v1_train_00366,"신용카드 대면 인증, 스마트폰에 새 본인 확인 기능 도입",4,IT과학,0.29035
ynat-v1_train_00391,"SK텔레콤, 망 장애시 양자암호키 회수 전에 시스템 개발",4,IT과학,0.24399
492,경남도 경남FC vs 도청 감사 갈등...경남FC 대표 사표,1,스포츠,0.209
2041,코스닥 코스피 상승 반전 반짝 랠리 출발 후 외국인 매도에 하락...2360선 내줘종합,5,경제,0.22117
ynat-v1_train_02628,"일본 각료, 독도 영유권 관련 반복적 주장",6,세계,0.18264
ynat-v1_train_00232,"충청북도, 주말까지 가마솥더위",0,생활문화,0.209
ynat-v1_train_02700,"수능 시험장 출입 통제 강화, 안전 확보에 만전",3,사회,0.22385
2403,2018 지능정보사회 대비 ICT 국가 종합대책 마련,3,사회,0.18586
1889,이탈리아서 온 전통적 가족가치 사회주의 옹호 회의...시대착오적 페미니즘 맞불 집회,6,세계,0.19434
ynat-v1_train_00390,"리카싱, 홍콩 갑부 세계경제 불안 전망",6,세계,0.19661
ynat-v1_train_00032,박항서 베트남 축구 대표팀,1,스포츠,0.22487
ynat-v1_train_01214,"축구 수집가, 비밀스러운 창고에 축구 용품 보관",1,스포츠,0.2177
ynat-v1_train_00311,"청와대 수석 교체, 윤종원 경제권 주축 놓고 민생 고용 집중",2,정치,0.25408
ynat-v1_train_01846,"자동차 사고 과실비율, 그래픽 기준 변경",3,사회,0.20137
ynat-v1_train_02023,러시아와의 관계 의혹으로 전 우크라이나 고문 보그다노프의 대통령 선거 출마 선언에 대한 논란이 일고 있다.,6,세계,0.21392
ynat-v1_train_01014,"서울 내 코로나19 재유행, 방역 당국 취재 여건 악화",3,사회,0.18433
ynat-v1_train_02717,올림픽 대화하는 문 대통령과 북 고위급,2,정치,0.28403
ynat-v1_train_02762,"건강한 한현희, 5선발에서 다시 날갯짓",1,스포츠,0.23455
ynat-v1_train_02266,"박기현 감독 ""0시 개막식에서 휴식을 하는 것은 금지다""고 했다.",1,스포츠,0.25246
ynat-v1_train_00550,조선 피격 사건 관련 드론 추가 발견...끓어오른 여론 호소문 전달,6,세계,0.22563
ynat-v1_train_01101,"중부지방, 장마 영향권 지속…내달 20일 개선 전망",0,생활문화,0.18031
ynat-v1_train_02553,"미, 유럽 선박 공격 배후 이란 주장… '파병' 날조 의혹",6,세계,0.24143
ynat-v1_train_00957,"SK텔레콤, MWC19에서 싱가포르 싱텔과 e스포츠 사업 함께",4,IT과학,0.22933
ynat-v1_train_00796,리랑카 말라리아 정국 가 발,6,세계,0.19657
192,상장·신작 대박 겹경사에 넷마블 첫 깜짝 IPO 보너스,5,경제,0.22003
ynat-v1_train_00880,"홍콩 중국군, 폭력 행위에 단호한 입장 재확인",6,세계,0.20511
ynat-v1_train_00861,"특검, 최순실 등 뇌물죄 수사 시작",2,정치,0.23689
ynat-v1_train_00657,"애플, iOS 11 배포로 증강현실 시대 열다",4,IT과학,0.2427
ynat-v1_train_00334,"중소기업 인건비 상승, 경기 침체로 최대 경영난 직면",5,경제,0.21221
ynat-v1_train_00543,통과(충남 해끼봉)를 통한 또 다른 한 해,0,생활문화,0.20637
ynat-v1_train_00655,"프랑스 마크롱 대통령, G7 정상회의서 기후변화 대응 촉구",6,세계,0.2414
ynat-v1_train_02547,"트럼프, 한국 방위비분담금 증액 주장 '양방향 협력 강조'",6,세계,0.21746
922,"이주의 뉴스 키워드 블랙리스트, 가상화폐, 그리고 권력기관",5,경제,0.21889
ynat-v1_train_00113,"새로운 책 ""Zzz gee""의 저자는 공동체주의 운동의 새로운 방향을 제시합니다.",0,생활문화,0.19083
ynat-v1_train_00461,경상북도에서는 장애인 포용교육을 위한 일대일 맞춤 프로그램을 추진하고 있다.,3,사회,0.1809
ynat-v1_train_01018,"초중고생 3명, 학교폭력 피해 신고...교육청 긴급 대책 마련",3,사회,0.23117
ynat-v1_train_01631,이란 美 드론의 영공 침범 부인할 수 없는 증거 있어,6,세계,0.22846
ynat-v1_train_01543,"스크린셀러, 한여름 밤에 책과 함께",0,생활문화,0.23502
2177,국고채 장기 금리 일제히 하락...3년물 기준 연 2.256%,5,경제,0.20886
ynat-v1_train_02770,"삼성중공업, LNG선 수주로 올해 첫 성과 기록",5,경제,0.24403
ynat-v1_train_00195,"웨이포트, 이달 22일 장면에서 상장폐지 신청",5,경제,0.20566
ynat-v1_train_01902,"국민의당, 청와대 인사원칙 논란에 '궤변' 주장... 대통령 직접 해명 촉구",2,정치,0.23886
ynat-v1_train_00435,이란 원자력청장 포르도서 우라늄 농축 농도 까지 올릴 것,6,세계,0.21587
ynat-v1_train_00249,朴대통령 후방테러 대비위해 러방지법,2,정치,0.23314
ynat-v1_train_01014,"서울, 코로나19 재확산에 따른 방역 대책 강화 필요성 대두",3,사회,0.17468
ynat-v1_train_02529,5. 신흥 시장의 상승과 중국 경제에 대한 의존도 증가...전문가 8점,6,세계,0.19543
ynat-v1_train_01059,"기업은행, 대구 지역 소상공인 지원 위해 'IBK 희망디자인' 프로젝트 시작",3,사회,0.17998
ynat-v1_train_02428,청소년 인터넷 중독 문제를 해결하기 위해 정부가 취해야 할 조치.,3,사회,0.20535
ynat-v1_train_01595,교육 공동체에서 청소년 인터넷 중독 문제를 해결하기 위한 긴급 조치에 대한 논의.,3,사회,0.234
ynat-v1_train_01478,"장우 특별감찰, 고위 공무원 용무 유출 사건 국기문란 초래",3,사회,0.1916
ynat-v1_train_00977,"코닥, 혁신적 기술로 디지털 사진 시장 재점화",5,경제,0.19428
ynat-v1_train_00927,"LG유플러스, 2018년 지속가능 경영 실적 담은 보고서 공개",5,경제,0.20699
ynat-v1_train_00280,문재인 대통령과 호찌민 대통령의 방문...호찌민시에 부패가 없다는 것을 확인합니다.,2,정치,0.22601
ynat-v1_train_02230,"日 IT 기본법안 각의 의결, 국회 통과",6,세계,0.18645
ynat-v1_train_00250,KCTU는 북미정상회담에 대응하기 위해 야당과 힘을 합친다.,2,정치,0.26271
ynat-v1_train_02582,"국제 NGO, 유엔과 협력 확대...글로벌 문제 해결에 앞장",6,세계,0.2118
ynat-v1_train_00789,중부지방 일 장마 오 끝 그치 푹 찐,0,생활문화,0.20777
ynat-v1_train_00057,문 대통령이 프랑스와의 경제 협력을 강화하겠다는 의지를 밝혔다.,2,정치,0.23817
ynat-v1_train_00832," 최지훈, 보스턴전에서 호 솔로포 포함 다득한 히트",1,스포츠,0.21564
ynat-v1_train_00451,가장 마지막 홈 코트 경기에서 rBJ는 올스타 프로 농구에 진출하는 것을 확인했습니다.,1,스포츠,0.22482
455,다음달 4∼7일 첫 개인전 민화전문 아트페어 열린다,0,생활문화,0.19527
ynat-v1_train_01489,"유엔, 헝가리 국경지대 난민 인권 침해 조사 요청",6,세계,0.21644
ynat-v1_train_00648,거래가 장 싼 역세권은 신반포역 억 육박,5,경제,0.21691
ynat-v1_train_02719,"정부, 경제 활성화를 위한 혁신적인 대책 공개",2,정치,0.24792
ynat-v1_train_02636,"충주 호암택지지구, 이달말 네 아파트 동시 출시",5,경제,0.19711
ynat-v1_train_00632,북한 마라톤 팀이 올림픽 참가 불허.,2,정치,0.21356
ynat-v1_train_01094,김학민이 컵 토너먼트에서 8점을 터뜨리고... KB 손보가 승리로 토너먼트 선두로 뛰어올랐다.,1,스포츠,0.21528
ynat-v1_train_00065,"임M일원에서 발생한 사건, 국제사회 긴장 고조",2,정치,0.22522
ynat-v1_train_02304,"마린스키 발레단, 왕립 오페라와의 협업으로 새로운 공연 개최",0,생활문화,0.19288
ynat-v1_train_02716,"제주, 폭염 이어 산간 지역에 호우 예비특보",0,생활문화,0.19977
ynat-v1_train_01394,아 티 펜 하우 부산 문 연다,0,생활문화,0.21397
ynat-v1_train_01837,"하나EG와 손잡은 청춘M, K-팝의 새 장을 열다",0,생활문화,0.18975
ynat-v1_train_00188,새누리 원내대표가 여소야대와 계파 문제를 언급,2,정치,0.2152
ynat-v1_train_01039,"삼성SDI, 특징 주 실적 개선에 집중",5,경제,0.22264
ynat-v1_train_02395,"야구장 암표 판매 사건, 기초수급자 정보 이용",3,사회,0.20822
619,"美 민주당 대선 낙마 워커 주지사, 공화 위스콘신 경선 앞두고 크루즈 공개 지지",6,세계,0.19674
ynat-v1_train_00883,카카오택시를 최고의 트래픽 앱으로 확립합니다.,4,IT과학,0.22836
ynat-v1_train_02592,"대통령, 재벌 총수와 면담 경위 수사 중",2,정치,0.26921
ynat-v1_train_00813,프로 축구에서 A-팀을 물리치는 리닐닉 시티...강호를 이겼습니다.,1,스포츠,0.23995
ynat-v1_train_00235,어둠 속에서도 버티는 용기,0,생활문화,0.20845
2072,GS칼텍스 선수 러츠 이탈리아에서 뛸 그 때보다 재미있어요,1,스포츠,0.23006
ynat-v1_train_00068,"류현진, MBC 특집 다큐멘터리로 MLB 전설의 모습 공개",1,스포츠,0.21846
ynat-v1_train_02775,"KTU 교사들, 일타탈락제 도입에 대한 반대... 서면 합의를 통한 해결책 모색.",3,사회,0.22234
ynat-v1_train_01205,여덟 개의 산 : 나의 마지막 대륙 이야기,0,생활문화,0.21901
ynat-v1_train_00022,"교육부, 학교 내 안전 인력 확대 계획 발표",3,사회,0.21564
ynat-v1_train_01805,하나금투 서울반도체 올해 실적 상저하고 매수,5,경제,0.24193
ynat-v1_train_01645,월드컵 짝퉁이 진짜를 이겼다 신태용 닮은꼴 뢰프,1,스포츠,0.2359
ynat-v1_train_01843,R48 프로토콜 9 및 Muzz QvAy 협정에 따른 국제 무역 환경 변화 전망,6,세계,0.2093
ynat-v1_train_01115,"u국 신정부, E조직과 협력해 경제 성장 도모",6,세계,0.19741
ynat-v1_train_01770,北 김정은 뿔테안경 쓰고 담담한 표정으로 신년사 낭독,2,정치,0.24017
1516,"민주노총, 최저임금 후속책 조속히 대책 마련 한국 대통령 공약 즉각 전면 폐기하라(종합)",2,정치,0.25247
ynat-v1_train_00894,"이탈리아, 콘테 총리가 새로운 연합을 승인합니다...정치 개편이 시작됩니다.",6,세계,0.22441
1605,경남 지역 초등생 19만 명에게 세정제 등 무료 손 위생 키트 제공 캠페인 추진,3,사회,0.1854
2199,소설가 백민석이 그동안 카메라에 고이 담아온 쿠바 사람들,0,생활문화,0.19679
ynat-v1_train_00216,"한국 정부, 미국과의 협력 통해 북한 문제 해결 의지",6,세계,0.21257
ynat-v1_train_00276,"황후 연휴, APL 이용권 특별 혜택 제공",0,생활문화,0.20198
ynat-v1_train_01141,"반세계화 저지, G2 갈등 심화...정부 대응 방안 모색 중",6,세계,0.25816
ynat-v1_train_02288,드컵 티켓 보 륙별 경쟁 본격화 시아 최소 장,1,스포츠,0.21633
465,MBC 전 계약직 아나운서들 계약만료 통보는 물론 부당해고,3,사회,0.20658
826,"국민의당, 靑 인사원칙 입장에 궤변...대통령 사과 직접 해명해야",2,정치,0.2479
ynat-v1_train_01675,"쪽배 축제, 시원함 만끽하기",0,생활문화,0.23677
ynat-v1_train_01121,"삼성, 갤럭시폴드2에 UTG 소재 채택 전망",4,IT과학,0.23424
ynat-v1_train_00012,"황교안 총리, 각 부처에 비상대비태세 점검 지시",2,정치,0.22841
ynat-v1_train_02798,"류현진, 친구와의 시합에서 승패보다 안타 더 두렵다",1,스포츠,0.2247
ynat-v1_train_02114,"추석맞이 일요일 대형마트 휴업, 요일 변경 논란 재점화",3,사회,0.20643
ynat-v1_train_02591,"공직윤리위원회가 ""군 복무 보고서""의 인터넷 발급을 허용하고 있다.",3,사회,0.17069
ynat-v1_train_01400,"북한, 장거리 미사일 기습 발사 대비 철회",2,정치,0.23927
ynat-v1_train_00177,이름이 옮겨졌습니다. 즐거움은 효의 3자이다.,0,생활문화,0.20461
ynat-v1_train_00161,"교육 플랫폼 S9XOCcart6, 공동 온라인 코스로 교육 패러다임 전환",3,사회,0.19257
ynat-v1_train_02365,"한미훈련, 靑 '비핵화 상황 고려' 美 논의 요청 없이 결정",2,정치,0.23011
ynat-v1_train_01505,"고노, 미 대표와 회담… 동맹 강화, 개혁 논의",6,세계,0.2292
1609,오륙도 앞 등대를 덮치는 거대한 태풍 파도,0,생활문화,0.21445
ynat-v1_train_00921,내일날씨 찬바람 쌩쌩 불고 맹추위 서울 영하 도,0,생활문화,0.21897
ynat-v1_train_02696,"문대통령, 베트남 당서기장 및 국회의장, 총리와 면담",2,정치,0.25369
ynat-v1_train_02665,"한화JGI, 우비9씨 인수로 사업 포트폴리오 강화",5,경제,0.23859
ynat-v1_train_02469,'시판 스마트폰 5GX 모델 출시 기념 이벤트 크게 진행',4,IT과학,0.27044
ynat-v1_train_00723,축구 가 표 출 수 학영 승부 작 혐의 속,1,스포츠,0.23362
2118,글쓴이 홍준표 황교안·나경원 의원 패스트트랙 사건 경찰 출석통보에 불응 입장,2,정치,0.24538
546,킹 르브론 제임스 레이커스 유니폼 입는다...4년 연장 계약,1,스포츠,0.2123
ynat-v1_train_02399,"이강택, 재단법인화 초대받아 교통방송 대표",3,사회,0.19234
ynat-v1_train_02631,"FC의 완벽한 방어, 롯데 y팀의 연패 사슬 끊다",1,스포츠,0.24876
ynat-v1_train_02214,삼성전자와 HG8 플러스의 출시로 스마트홈 시장이 강화될 것이다.,4,IT과학,0.27344
2322,오늘 방통위 개인 사업자 휴대폰 위치정보 사업 허가 계획 발표...내년 상반기 5차례 접수,3,사회,0.19562
ynat-v1_train_00235,무기력함에 희망을 찾다,0,생활문화,0.19878
ynat-v1_train_02720,"미래 I업 연~소 학생들, 혁신적 교육 프로그램으로 학교 생활 활력",3,사회,0.20242
261,중국인 래퍼 인터넷 생방송 중 손가락 자해 행동 포착 트위터 논란,6,세계,0.21531
ynat-v1_train_00120,정부가 북한의 도발에 대한 강력한 대응 방침을 발표한다.,2,정치,0.27267
ynat-v1_train_02517,아이폰 X의 공급이 일주일 내에 안정화될 것으로 보인다.,4,IT과학,0.24463
ynat-v1_train_00664,현대-기아와 현대-기아가 전기자동차 시장 타겟팅을 강화하고 있는데 새로운 전기자동차가 출시될 예정이다.,5,경제,0.18535
ynat-v1_train_01029,윤 장관이 KCA와 베트남 서부 AI 진단 세미나를 주최한다.,5,경제,0.18805
ynat-v1_train_01591,"보수당, 더민주-국민의당 결집 눈치...정부 공격 온세",6,세계,0.20458
ynat-v1_train_01007,거제엑스포는 겨울 정비 기간 3일 이내에 입출구가 제한된 상태로 재개할 예정이다.,3,사회,0.16922
1400,상장·신작 출시 대박 겹경사에 이은 넷마블 첫 깜짝 IPO 보너스,5,경제,0.20564
ynat-v1_train_01609,충북교육청과 교육청이 137억원 교육협약을 체결한다.,3,사회,0.17815
ynat-v1_train_01684,"삼성전자, AI 기반 차세대 스마트폰 S23 시리즈 공개",4,IT과학,0.28268
ynat-v1_train_01695,"프랑스 공무원 감축 목표 재설정, 감원 폭 축소",6,세계,0.18492
ynat-v1_train_01862,"UAE 칼둔 행정청장, 내일 한국 방문... 문 대통령·임 실장 만남",6,세계,0.19973
ynat-v1_train_00075,특 호에 모 금조달에 신고가,5,경제,0.18702
ynat-v1_train_00224,"민주당, 누리과정 예산보다 법인세 감면 추진",2,정치,0.23211
ynat-v1_train_00540,"신제품 출시, 10만원 할인 및 무상 수리 제공",4,IT과학,0.27255
1589,투표현장 인터뷰 권영진 전 대구시장 신명여중서 투표,2,정치,0.22262
ynat-v1_train_00292,"네이버뮤직, 바이브와 통합… 기존 서비스는 다음 해 폐쇄",4,IT과학,0.22212
ynat-v1_train_02593,조코위 인니 대통령 휴대전화 없고 쓰지도 않는다,6,세계,0.20406
ynat-v1_train_01464,"문학의 밤, 문인들과 함께하는 특별한 문학주 행사 개최",0,생활문화,0.19278
ynat-v1_train_01110,"삼성, 월승률 저조 속 끈기있는 역신전",1,스포츠,0.2434
ynat-v1_train_00099,"북한, 무수단 재진입 기술 숙달 시도",2,정치,0.22177
ynat-v1_train_02125,"인터넷사업자 역차별, 실태점검 시작·대책 연내 완성",3,사회,0.21088
ynat-v1_train_00426,"전북대, 서원대 등 등록금 동결...학부모 적극 환영",3,사회,0.20247
ynat-v1_train_02314,코로나 팬데믹 후 경제 전환장 2023년 하반기 시작,5,경제,0.19402
659,민주 민주당 국회 보이콧 공허한 엄포 멈춰라...한국·바른미래 맹공종합,2,정치,0.26942
ynat-v1_train_00607,"SK텔레콤, 트리페이로 태국 시장 진출",4,IT과학,0.23979
ynat-v1_train_01462,"野, 정부의 전략적 외교 행보에 매국적 비난 집중",2,정치,0.24773
ynat-v1_train_01999,"IBM, 새로운 AI 솔루션 Q1 출시...시장 반응 지켜보기",4,IT과학,0.26329
ynat-v1_train_02673,부 무 림 라더 中 기결혼에 우 여성,6,세계,0.18695
ynat-v1_train_02675,"설 연휴, 제주권 가족 여행 추천 코스 : 아름다운 산책로 풍성",0,생활문화,0.19869
ynat-v1_train_00194,"정재권, 서울자유시민대학 초대 학장으로 선임",3,사회,0.18269
ynat-v1_train_02305,"전국 주택 매매, 그래픽으로 살펴보기",5,경제,0.2279
ynat-v1_train_00600,"Y글U, 감성 가득한 새로운 도자기 작품 공개",0,생활문화,0.21424
ynat-v1_train_01097,"황교안, 세월호 일반인 희생자 5주기 추모",2,정치,0.21928
ynat-v1_train_00337,與 대구 경북 공천면접심사 현역 진박 격돌,2,정치,0.21419
ynat-v1_train_02712,"대전 충남, 동장군 기승 청양 영하 도통합",0,생활문화,0.17648
ynat-v1_train_00808,4개국의 미사일 발사 중단 요구에 대한 대응은 주목할 만하다.,6,세계,0.25737
ynat-v1_train_01158,"평창 2018 동계 올림픽, 새로운 기술을 통한 토치 릴레이의 혁신",4,IT과학,0.23502
ynat-v1_train_01503,"美 대선 주력 워커, 위스콘신 경선 앞두고 크루즈 지지",6,세계,0.19021
ynat-v1_train_00105,한국관광공사 업무 약 체결,3,사회,0.17717
ynat-v1_train_01756,"문희상 의장, 기자들과 첫 만남",2,정치,0.22853
ynat-v1_train_01426,자율주행 로보틱스에 대한 연구와 혈관 혈전 조절 봇의 개발로 새로운 장이 열린다.,4,IT과학,0.22409
ynat-v1_train_02544,"홍콩 마스크 착용 시위 참여자, 임시정부 수립 주장",6,세계,0.22404
ynat-v1_train_02765,"서울 곳간 나도 방문객 적어, 귀빈 대접 거덜 난다",3,사회,0.16741
1303,후랭코프 시즌 5승 두산 통산 20승 선착...SK·LG 맹추격,1,스포츠,0.23454
ynat-v1_train_00006,프로야구 롯데-KIA 광주 경기 우천취소,1,스포츠,0.24095
ynat-v1_train_00263,"임도헌 감독, 내년 1월 '진짜 승부'에 젊은 선수들 의지 부여",1,스포츠,0.22495
ynat-v1_train_02414,"챗봇 빌더 플랫폼, AI 기술로 사용자 맞춤형 대화 로봇 제공",4,IT과학,0.25402
