target,text
5,"'AI, 4차 산업혁명 선도… 기업 경쟁력 향상을 위한 최적의 투자 전략'"
5,"스타트업, 기술 경쟁 심화… 투자 유치 어려움 속 성장 전략 공유 회의 개최"
5,국내 금융시장 안정성 확보 위한 정부 대책… 시장 리스크 관리 강화 방안 발표
5,"한류, 세계 경제 활성화… 한국 문화 상품 수출 증가 주도"
5,ESG 투자 트렌드 확산… 기업 지속 가능 성장 경쟁 심화
5,중국 경제 부진 속... 한국 전반적인 수출 감소 우려
5,인공지능 기술 활용… 기업 생산성 향상 및 비용 절감 효과 극대화
5,현명한 투자 전략으로 불확실한 경제 시장 대비
5,글로벌 금리 상승 추세… 한국 달러 환율 변동 주의 필요
5,대규모 투자 유치… 한국 부동산 개발 활성화 및 경제 활성화 전망
5,고용 시장 불안정 속… 취업 지원 정책 강화 필요성 대두
5,"국내 기업, 해외 진출 확대… 글로벌 경쟁력 강화 노력"
5,전기차 시장 성장 추세… 친환경 자동차 산업 발전에 긍정적 영향
5,농산물 수출 확대… 한국 농업 경쟁력 강화 전략 논의
5,"디지털 환경 변화 속… 기업, 재구성 및 혁신 필요성 증가"
5,블록체인 기술 활용 확대… 새로운 투자 기회 창출 및 경제 성장 유도
5,과학 기술 발전… 지속 가능한 경제 성장 및 사회 발전 동력 확보
5,기술 혁신 인프라 구축… 한국 경제 선도 주체로서의 역할 강화
5,'AI 기술 도입… 기업 생산성 향상 및 새로운 성장 동력 확보'
5,국내 소비 증가세… 경제 회복 전망 제기
5,금융 시장 안정성 강화... 정부 '지속 가능한 금융 시스템' 구축 노력
5,"전 세계적으로 '포스트 팬데믹' 경제 회복… 한국 기업, 새로운 성장 동력 발굴해야 함"
5,'에너지 전환 시대… 녹색 기술 투자 활성화 및 지속 가능한 에너지 생산체계 구축'
5,"국내 IT 산업, 글로벌 경쟁력 강화… 기술 개발 및 인재 양성 지원 필요"
5,"중소기업, 경쟁력 강화 노력으로 새로운 성장 기회 창출"
5,'새로운 산업 분야… 기술 혁신과 창업 활성화를 통한 미래 경제 선도'
5,"인플레이션 상승에 대한 대응책… 정부, 소비자 물가 안정 위한 노력 강화"
5,'글로벌 공급망 복구… 한국 기업의 글로벌 경쟁력 확보 및 새로운 비즈니스 모델 개발 필수'
5,"투자 환경 개선을 통한 경제 성장 촉진... 정부, 기업 지원 방안 마련"
5,디지털 전환… 새로운 산업 생태계 구축 및 미래 경제 주도권 확보
1,"KBO 야구 LG, 두산에 승리하며 한국시리즈 연패 마무리"
1,김민재 활약 이끌은 '수어' 성적 벤제마의 대체자
1,"2023년 NBA, 제니비에 최고 영입 데블리스 강력 경계"
1,신생팀 '인천 아디다스' 깜짝 돌풍 K리그 승격 목표
1,"'황정은, 골키퍼의 정신적 위기'  전설적인 감독 비판"
1,손흥민 다시 활약 토트넘 4경기 연속 승리
1,"'삼성생명, 꿈을 향해 날아오르다'  프로농구 K리그 우승 대망"
1,"2023년 세계배구대회, 한국 '황금빛 팀'의 뜨거운 도전"
1,"'아틀레티코 마드리드', 라리가 상위권 점령 무너진 리얼"
1,"이강훈, 한국 선수 최초 PGA 투어 우승"
1,"축구 World Cup 2026 예선 시작 대한민국, 강력한 팀과 맞대결"
1,"'김민재, 이탈리아 리그 최고 수비수'  전문가들의 극찬"
1,"배구 '남녀대항 경기', 한국팀의 신흥 유망주 주목"
1,"'아프리카, 새 천왕'  2023년 NBA 드래프트 대변동"
1,"LPGA 투어 한국 선수들, 메이저 타이틀 경쟁 화려한 활약"
6,"미중 갈등 심화, 상호 경제 거래 '가능성' 시사"
6,"EU, 중국 인권 문제에 대한 강력한 제재 발표"
6,"북한, 국제 사회에 새로운 핵무기 개발 과시"
6,"우크라이나 전쟁, 러시아의 공격 '집중' 지역 변화"
6,"인도, 우주 프로그램 확장으로 국제 사회 주목"
6,"아프리카 기후 변화 영향 심각, 빈곤 대비 노력 강화 필요"
6,"WHO, 신종 바이러스 확산 경고, 국제적 공동 방역 시행"
6,"오스트레일리아, 해양 생태계 보호를 위한 새로운 법안 제정"
6,"영국, Brexit 이후 첫 번째 자유 무역 협정 체결"
6,"중국, 'Belt and Road Initiative' 확대와 아시아 주도 지역 경제 발전 기대"
6,"러시아 대사관, 해외 정치적 긴장으로 인해 보안 강화 논란"
6,"미국, 중국의 기술 우위 도전 위한 국가 과학 연구 집중 지원 확대"
6,"이탈리아, 대규모 환경 오염 사건으로 인한 정부 책임 논란 발생"
6,"멕시코, 북미 무역 협정 이후 경제 성장률 상승 예상"
6,"유엔, 세계 식량 부족 문제 해결 위한 국제적 협력 강화 결의"
3,"법원, 알고리즘 편견 논란에 대한 법적 해결 방안 모색"
3,"교육비 부족 심화, 학생 잠재력 저해 우려"
3,"청년 실업률 지속 상승, 취업 지원 정책 강화 필요성 대두"
3,자동차 사고로 인한 환경 오염 심각성 조명
3,김정은 체포 북한 내부 권력 다툼 확산 의혹
3,"'불법 거래' 주의 시위, '인권 침해' vs '사회 안전' 논쟁"
3,"노동 조합 강화운동 확산, '근로 환경 개선' 요구"
3,"대기오염, 질병 발병률 증가와 연관 연구 결과 발표"
3,"'SNS 혐오 발언', 법적 책임 강화 논의 시급"
3,"미래 사회를 위한 인공지능 윤리 강조, 전문가 토론 진행"
3,"국내 우주 개발 사업 궤도 올라, '우주 선진국' 목표 시기 조정"
3,"'여성 고용 불평등', 해결책 모색 위해 정부 간담회 개최"
3,"아동학대 사건 증가, '사회적 지원 시스템' 강화 필요성 제기"
3,"중앙은행, 금리 인상로 통해 inflation 통제 위해 노력"
3,'인구 고령화' 문제 해결을 위한 정책 모색 논의 본격화
